1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;0;1;1
1;1;1;1;1;1;0;1;1;1
1;1;1;1;1;1;0;0;1;0
1;1;1;1;1;0;1;1;1;1
1;1;1;1;1;0;1;0;0;1
1;1;1;1;1;0;0;1;0;1
1;1;1;1;1;0;0;0;0;0
1;1;1;1;0;1;1;1;1;1
1;1;1;1;0;1;1;0;0;1
1;1;1;1;0;1;0;1;0;1
1;1;1;1;0;1;0;0;0;0
1;1;1;1;0;0;1;1;1;0
1;1;1;1;0;0;1;0;0;0
1;1;1;1;0;0;0;1;0;0
1;1;1;1;0;0;0;0;0;0
1;1;1;0;1;1;1;1;1;1
1;1;1;0;1;1;1;0;1;1
1;1;1;0;1;1;0;1;1;1
1;1;1;0;1;1;0;0;1;0
1;1;1;0;1;0;1;1;1;0
1;1;1;0;1;0;1;0;0;0
1;1;1;0;1;0;0;1;0;0
1;1;1;0;1;0;0;0;0;0
1;1;1;0;0;1;1;1;1;1
1;1;1;0;0;1;1;0;0;1
1;1;1;0;0;1;0;1;0;1
1;1;1;0;0;1;0;0;0;0
1;1;1;0;0;0;1;1;1;0
1;1;1;0;0;0;1;0;0;0
1;1;1;0;0;0;0;1;0;0
1;1;1;0;0;0;0;0;0;0
1;1;0;1;1;1;1;1;1;1
1;1;0;1;1;1;1;0;1;1
1;1;0;1;1;1;0;1;1;1
1;1;0;1;1;1;0;0;1;0
1;1;0;1;1;0;1;1;1;1
1;1;0;1;1;0;1;0;0;1
1;1;0;1;1;0;0;1;0;1
1;1;0;1;1;0;0;0;0;0
1;1;0;1;0;1;1;1;1;0
1;1;0;1;0;1;1;0;0;0
1;1;0;1;0;1;0;1;0;0
1;1;0;1;0;1;0;0;0;0
1;1;0;1;0;0;1;1;1;0
1;1;0;1;0;0;1;0;0;0
1;1;0;1;0;0;0;1;0;0
1;1;0;1;0;0;0;0;0;0
1;1;0;0;1;1;1;1;1;0
1;1;0;0;1;1;1;0;1;0
1;1;0;0;1;1;0;1;1;0
1;1;0;0;1;1;0;0;1;0
1;1;0;0;1;0;1;1;1;0
1;1;0;0;1;0;1;0;0;0
1;1;0;0;1;0;0;1;0;0
1;1;0;0;1;0;0;0;0;0
1;1;0;0;0;1;1;1;1;0
1;1;0;0;0;1;1;0;0;0
1;1;0;0;0;1;0;1;0;0
1;1;0;0;0;1;0;0;0;0
1;1;0;0;0;0;1;1;1;0
1;1;0;0;0;0;1;0;0;0
1;1;0;0;0;0;0;1;0;0
1;1;0;0;0;0;0;0;0;0
1;0;1;1;1;1;1;1;1;1
1;0;1;1;1;1;1;0;1;0
1;0;1;1;1;1;0;1;1;1
1;0;1;1;1;1;0;0;1;0
1;0;1;1;1;0;1;1;1;1
1;0;1;1;1;0;1;0;0;0
1;0;1;1;1;0;0;1;0;1
1;0;1;1;1;0;0;0;0;0
1;0;1;1;0;1;1;1;1;1
1;0;1;1;0;1;1;0;0;0
1;0;1;1;0;1;0;1;0;1
1;0;1;1;0;1;0;0;0;0
1;0;1;1;0;0;1;1;1;0
1;0;1;1;0;0;1;0;0;0
1;0;1;1;0;0;0;1;0;0
1;0;1;1;0;0;0;0;0;0
1;0;1;0;1;1;1;1;0;1
1;0;1;0;1;1;1;0;0;0
1;0;1;0;1;1;0;1;0;1
1;0;1;0;1;1;0;0;0;0
1;0;1;0;1;0;1;1;0;0
1;0;1;0;1;0;1;0;0;0
1;0;1;0;1;0;0;1;0;0
1;0;1;0;1;0;0;0;0;0
1;0;1;0;0;1;1;1;0;1
1;0;1;0;0;1;1;0;0;0
1;0;1;0;0;1;0;1;0;1
1;0;1;0;0;1;0;0;0;0
1;0;1;0;0;0;1;1;0;0
1;0;1;0;0;0;1;0;0;0
1;0;1;0;0;0;0;1;0;0
1;0;1;0;0;0;0;0;0;0
1;0;0;1;1;1;1;1;0;1
1;0;0;1;1;1;1;0;0;0
1;0;0;1;1;1;0;1;0;1
1;0;0;1;1;1;0;0;0;0
1;0;0;1;1;0;1;1;0;1
1;0;0;1;1;0;1;0;0;0
1;0;0;1;1;0;0;1;0;1
1;0;0;1;1;0;0;0;0;0
1;0;0;1;0;1;1;1;0;0
1;0;0;1;0;1;1;0;0;0
1;0;0;1;0;1;0;1;0;0
1;0;0;1;0;1;0;0;0;0
1;0;0;1;0;0;1;1;0;0
1;0;0;1;0;0;1;0;0;0
1;0;0;1;0;0;0;1;0;0
1;0;0;1;0;0;0;0;0;0
1;0;0;0;1;1;1;1;0;0
1;0;0;0;1;1;1;0;0;0
1;0;0;0;1;1;0;1;0;0
1;0;0;0;1;1;0;0;0;0
1;0;0;0;1;0;1;1;0;0
1;0;0;0;1;0;1;0;0;0
1;0;0;0;1;0;0;1;0;0
1;0;0;0;1;0;0;0;0;0
1;0;0;0;0;1;1;1;0;0
1;0;0;0;0;1;1;0;0;0
1;0;0;0;0;1;0;1;0;0
1;0;0;0;0;1;0;0;0;0
1;0;0;0;0;0;1;1;0;0
1;0;0;0;0;0;1;0;0;0
1;0;0;0;0;0;0;1;0;0
1;0;0;0;0;0;0;0;0;0
0;1;1;1;1;1;1;1;1;1
0;1;1;1;1;1;1;0;1;1
0;1;1;1;1;1;0;1;1;0
0;1;1;1;1;1;0;0;1;0
0;1;1;1;1;0;1;1;1;1
0;1;1;1;1;0;1;0;0;1
0;1;1;1;1;0;0;1;0;0
0;1;1;1;1;0;0;0;0;0
0;1;1;1;0;1;1;1;1;1
0;1;1;1;0;1;1;0;0;1
0;1;1;1;0;1;0;1;0;0
0;1;1;1;0;1;0;0;0;0
0;1;1;1;0;0;1;1;1;0
0;1;1;1;0;0;1;0;0;0
0;1;1;1;0;0;0;1;0;0
0;1;1;1;0;0;0;0;0;0
0;1;1;0;1;1;1;1;0;1
0;1;1;0;1;1;1;0;0;1
0;1;1;0;1;1;0;1;0;0
0;1;1;0;1;1;0;0;0;0
0;1;1;0;1;0;1;1;0;0
0;1;1;0;1;0;1;0;0;0
0;1;1;0;1;0;0;1;0;0
0;1;1;0;1;0;0;0;0;0
0;1;1;0;0;1;1;1;0;1
0;1;1;0;0;1;1;0;0;1
0;1;1;0;0;1;0;1;0;0
0;1;1;0;0;1;0;0;0;0
0;1;1;0;0;0;1;1;0;0
0;1;1;0;0;0;1;0;0;0
0;1;1;0;0;0;0;1;0;0
0;1;1;0;0;0;0;0;0;0
0;1;0;1;1;1;1;1;0;1
0;1;0;1;1;1;1;0;0;1
0;1;0;1;1;1;0;1;0;0
0;1;0;1;1;1;0;0;0;0
0;1;0;1;1;0;1;1;0;1
0;1;0;1;1;0;1;0;0;1
0;1;0;1;1;0;0;1;0;0
0;1;0;1;1;0;0;0;0;0
0;1;0;1;0;1;1;1;0;0
0;1;0;1;0;1;1;0;0;0
0;1;0;1;0;1;0;1;0;0
0;1;0;1;0;1;0;0;0;0
0;1;0;1;0;0;1;1;0;0
0;1;0;1;0;0;1;0;0;0
0;1;0;1;0;0;0;1;0;0
0;1;0;1;0;0;0;0;0;0
0;1;0;0;1;1;1;1;0;0
0;1;0;0;1;1;1;0;0;0
0;1;0;0;1;1;0;1;0;0
0;1;0;0;1;1;0;0;0;0
0;1;0;0;1;0;1;1;0;0
0;1;0;0;1;0;1;0;0;0
0;1;0;0;1;0;0;1;0;0
0;1;0;0;1;0;0;0;0;0
0;1;0;0;0;1;1;1;0;0
0;1;0;0;0;1;1;0;0;0
0;1;0;0;0;1;0;1;0;0
0;1;0;0;0;1;0;0;0;0
0;1;0;0;0;0;1;1;0;0
0;1;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;0;0
0;0;1;1;1;1;1;1;1;0
0;0;1;1;1;1;1;0;1;0
0;0;1;1;1;1;0;1;1;0
0;0;1;1;1;1;0;0;1;0
0;0;1;1;1;0;1;1;1;0
0;0;1;1;1;0;1;0;0;0
0;0;1;1;1;0;0;1;0;0
0;0;1;1;1;0;0;0;0;0
0;0;1;1;0;1;1;1;1;0
0;0;1;1;0;1;1;0;0;0
0;0;1;1;0;1;0;1;0;0
0;0;1;1;0;1;0;0;0;0
0;0;1;1;0;0;1;1;1;0
0;0;1;1;0;0;1;0;0;0
0;0;1;1;0;0;0;1;0;0
0;0;1;1;0;0;0;0;0;0
0;0;1;0;1;1;1;1;0;0
0;0;1;0;1;1;1;0;0;0
0;0;1;0;1;1;0;1;0;0
0;0;1;0;1;1;0;0;0;0
0;0;1;0;1;0;1;1;0;0
0;0;1;0;1;0;1;0;0;0
0;0;1;0;1;0;0;1;0;0
0;0;1;0;1;0;0;0;0;0
0;0;1;0;0;1;1;1;0;0
0;0;1;0;0;1;1;0;0;0
0;0;1;0;0;1;0;1;0;0
0;0;1;0;0;1;0;0;0;0
0;0;1;0;0;0;1;1;0;0
0;0;1;0;0;0;1;0;0;0
0;0;1;0;0;0;0;1;0;0
0;0;1;0;0;0;0;0;0;0
1.0032713;1.0903392;1.0401204;1.0727643;1.0048463;0.93800545;1.0407243;1.0195903;1.0;1.0
0.9438227;0.9624148;0.9513685;0.08343139;0.07128953;1.0828844;0.94050026;0.036825087;0.0;1.0
0.9425071;0.9563727;0.95058584;0.02677591;0.082713045;1.0146272;0.09895814;0.9226397;0.0;1.0
0.9442156;1.0706227;0.93180674;0.043673124;0.027462943;1.0026712;0.012194765;0.06407054;0.0;0.0
0.99104035;0.9766261;1.0747637;0.055094432;0.06316691;0.0028236806;0.9414001;0.9074765;1.0;0.0
0.9849327;0.9696707;0.91252947;0.07727712;0.06830925;0.048981953;1.0167652;0.09423787;0.0;0.0
0.96563417;0.9909773;1.0437828;0.05406489;0.036664963;0.032153662;0.070616126;1.0936007;0.0;0.0
1.0197662;1.089656;0.99201816;0.011923385;0.038864333;0.094525404;0.05104935;0.012149888;0.0;0.0
0.9496641;0.9002778;0.08835032;0.9831924;1.0306263;0.960047;0.9195269;0.9937549;1.0;1.0
0.9028047;1.0697675;0.01966129;0.9180346;0.9776369;0.9114903;1.0307078;0.08589362;1.0;1.0
0.9996179;0.98205346;0.08916322;1.0394559;1.0882453;1.0748378;0.024029529;0.96004784;1.0;1.0
0.9138763;0.9270714;0.067778975;0.9586593;0.99921805;0.91832125;0.047047913;0.058791585;1.0;0.0
1.0243795;1.0999403;0.03777775;1.0134207;1.0950978;0.06768597;1.0635157;1.0336332;1.0;1.0
0.9366035;0.99166113;0.088897906;0.9378858;0.9698063;0.07775824;0.90820897;0.090396106;0.0;1.0
1.0840248;0.94420844;0.06581967;0.945806;1.0072927;0.0056363824;0.044643056;1.0366141;0.0;1.0
1.057128;0.95479774;0.02245505;1.0578419;1.0404285;0.06185621;0.03237586;0.0077277543;0.0;0.0
1.0421991;0.995518;0.009957248;0.9398655;0.097303204;0.9746863;0.94164115;1.0268066;1.0;0.0
0.92028785;0.9181418;0.049339265;0.9475807;0.09947589;0.9868816;1.0876952;0.06439127;0.0;0.0
1.0881405;1.0134944;0.091414265;0.9640095;0.061499692;1.0885069;0.03429004;1.0499761;0.0;0.0
0.95961875;1.0336784;0.042580713;1.0800645;0.051344622;1.0307828;0.024741715;0.029573321;0.0;0.0
0.9868262;1.0959989;0.04345399;0.9755127;0.08047338;0.021033531;0.90308434;0.9277463;1.0;0.0
