0;0;0;1;1;1;1;1;0;0
0;0;0;1;1;1;1;0;0;0
0;0;0;1;1;1;0;1;0;0
0;0;0;1;1;1;0;0;0;0
0;0;0;1;1;0;1;1;0;0
0;0;0;1;1;0;1;0;0;0
0;0;0;1;1;0;0;1;0;0
0;0;0;1;1;0;0;0;0;0
0;0;0;1;0;1;1;1;0;0
0;0;0;1;0;1;1;0;0;0
0;0;0;1;0;1;0;1;0;0
0;0;0;1;0;1;0;0;0;0
0;0;0;1;0;0;1;1;0;0
0;0;0;1;0;0;1;0;0;0
0;0;0;1;0;0;0;1;0;0
0;0;0;1;0;0;0;0;0;0
0;0;0;0;1;1;1;1;0;0
0;0;0;0;1;1;1;0;0;0
0;0;0;0;1;1;0;1;0;0
0;0;0;0;1;1;0;0;0;0
0;0;0;0;1;0;1;1;0;0
0;0;0;0;1;0;1;0;0;0
0;0;0;0;1;0;0;1;0;0
0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;1;1;1;0;0
0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;1;0;1;0;0
0;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;1;1;0;0
0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0
0.92613053;1.0691543;1.0453472;1.0189967;1.0042354;1.0325253;1.0414937;0.04304714;1.0;1.0
0.97424316;1.0994079;0.96765393;0.92457527;1.0619203;0.9543012;0.09690731;0.9326999;1.0;1.0
0.9290602;0.971532;1.094766;0.9611239;0.9385236;0.9494294;0.01580581;0.021225024;1.0;0.0
1.0927436;1.0509021;1.0518739;0.92755616;1.0829703;0.029022176;0.9614891;1.0745447;1.0;1.0
0.9921184;0.9949023;0.9317792;1.0287472;0.9594284;0.023057854;0.9507307;0.08430676;0.0;1.0
0.96011204;1.0977836;1.0595753;1.0086753;0.9202262;0.08312365;0.053032856;0.98649305;0.0;1.0
1.0735357;0.9377187;1.0292268;0.90802145;0.90523076;0.018453939;0.061522402;0.07896551;0.0;0.0
0.9415711;0.94405687;1.031483;1.0490013;0.032345194;1.0066249;1.0514959;1.0979909;1.0;1.0
0.9429979;1.0081103;0.9264856;0.9049635;0.079832375;0.9991821;0.97217804;0.0072913705;0.0;1.0
1.0989016;1.0784504;0.9236286;0.9989193;0.0066732527;0.98062176;0.009835392;1.0283396;0.0;1.0
1.0792277;1.0091516;1.0348636;0.9141607;0.008782625;1.0327818;0.065334715;0.024885762;0.0;0.0
0.9399551;0.9085545;0.9327299;1.0843264;0.04273147;0.059007373;1.0784056;1.0658876;1.0;0.0
0.9580075;0.93335587;0.9484951;1.0260167;0.09691141;0.008443338;1.0648221;0.022354484;0.0;0.0
0.95257246;1.0872535;1.0447695;0.9755975;0.047005087;0.025254114;0.041741032;0.93214846;0.0;0.0
0.93066525;1.0070632;0.9475633;1.0865083;0.017181832;0.08624695;0.08586288;0.091253914;0.0;0.0
0.93345076;0.9654124;0.9796341;0.0029781521;1.0894725;0.91370267;0.91106826;0.95006865;1.0;1.0
1.0905542;1.0299066;1.0091151;0.08005016;1.0820013;0.97877216;0.9104131;0.08984255;1.0;1.0
0.9644474;1.0247619;0.90545434;0.063568436;0.9118926;1.0173078;0.024004495;0.9101534;1.0;1.0
1.0042155;1.0288085;0.9294999;0.09934791;0.93501025;0.91109204;0.08795471;0.031119067;1.0;0.0
1.0557328;1.0013518;1.0848497;0.05095166;0.98254746;0.0651526;1.0484369;0.9293477;1.0;0.0
1.0807937;0.9058579;1.0941882;0.06332275;0.9719336;0.05822606;0.9946871;0.017798532;0.0;0.0
0.9098695;1.0047933;0.9571055;0.034494676;1.0376947;0.005399591;0.05557127;0.9076388;0.0;0.0
0.93683904;0.94407153;1.005325;0.06944304;0.9175713;0.03859824;0.057374697;0.0029267669;0.0;0.0
1.033043;1.0677347;1.0240281;0.07252547;0.009583736;0.97510177;1.0084774;1.030453;1.0;1.0
