1.0390314;1.0485233;1.0512927;0.9678669;1.0904847;0.9935238;1.0257379;0.9221085;1.0376371;1.0578938;1.0408869;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.90597343;1.0927051;0.97115356;1.0757208;0.9563082;0.9088424;1.0074148;1.0349678;1.0049511;1.0870026;0.076638356;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0600889;0.9174685;0.9505984;1.0492618;1.0315725;0.971623;0.99675506;0.9344775;0.9171169;0.067523204;1.03877;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.079172;0.90538085;0.922751;1.0849438;1.0517235;1.0824567;1.0647435;0.93382466;0.9547311;0.043645054;0.09228218;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0964592;1.085714;0.95165306;1.0192087;1.0989014;1.0328288;1.0558966;0.9105462;0.02567926;1.0654949;0.9858371;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0749904;0.9984203;1.051143;0.9629562;0.94643676;0.9588924;1.0313538;1.022287;0.07835314;0.9581767;0.0014665187;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.91616064;1.0361041;1.0588558;1.0373538;0.94898754;0.9245166;1.015221;0.9595095;0.054720577;0.013753337;1.066602;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
1.0616735;0.90492046;0.991383;0.95049125;1.0873095;1.007083;0.92147565;0.93228304;0.063689075;0.03844301;0.026956344;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
0.9838639;0.9179497;0.9546207;1.0938578;0.98293036;0.9765908;1.0668938;0.04864916;1.0021324;0.99074197;0.9093983;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0345078;1.0200715;1.0362264;1.0714086;0.9971909;0.9711104;1.0105325;0.077473365;1.0865457;0.934566;0.02899884;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.99468076;0.97635156;0.9292237;0.93912923;1.0943456;1.0461502;0.9700834;0.043229442;1.0933596;0.021401716;0.91306597;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0558283;0.91774505;0.99946404;1.0477691;0.9185242;1.0832529;0.91231567;0.029627943;0.94534516;0.083687775;0.047751006;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0801443;1.0310746;1.0229576;1.015495;1.0670525;0.91462475;0.92174435;0.034156926;0.068223655;1.0865955;1.0486155;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.04248;0.9392046;1.0530407;0.9427052;1.0640274;1.0366752;1.0114056;0.036944665;0.08072781;1.0043392;0.036162525;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.917114;1.033182;1.0205396;1.0620519;1.0699278;1.0327164;1.0808153;0.03452903;0.06828802;0.08632573;1.0042403;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
0.99136823;1.0211849;0.9824114;0.9807753;0.94834495;0.91323847;0.9110702;0.04524396;0.012591178;0.023799246;0.039180078;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
1.054799;0.90198433;0.95787805;0.9163745;0.9606976;1.0207194;0.04371297;1.094198;1.0211837;0.90024483;1.0875263;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.9914075;0.9404515;1.0984156;1.0329602;0.9474822;1.0315288;0.09827396;1.0252959;1.0873458;0.91442555;0.0147756105;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.93303204;1.0726693;1.0764533;1.0998046;1.0822341;1.0962101;0.009144611;0.96625715;1.0888126;0.0032261312;1.0722876;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.93098325;1.0268455;0.91851544;0.92731464;1.0176373;1.0515969;0.0074408236;1.070705;0.9276133;0.07713815;0.09517552;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
1.0754201;0.99874467;1.0193142;0.98880774;0.9417511;0.9441311;0.023085708;1.0998666;0.09233119;0.97015435;1.0302776;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.9892608;0.9275992;0.9031867;1.01686;1.0857235;1.0703151;0.057797145;1.01817;0.046278454;1.0807197;0.06669263;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
1.0562928;1.0558791;0.9687161;1.0365148;0.9436559;0.9905139;0.06413768;1.0687906;6.703259E-4;0.06545867;1.0994112;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
0.94767;1.0246605;1.0388516;1.027524;1.0797352;0.9431936;0.07553677;1.0491103;0.0193519;0.041973364;0.0038775564;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
0.90180624;1.0891429;1.0360479;1.0422735;0.9689818;1.0875057;0.096527524;0.075824864;1.0271721;0.96829736;1.0949214;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
1.0197906;1.0668402;0.95031035;0.9288865;0.9622056;1.0932076;0.020111162;0.027376885;1.0932755;1.0023357;0.032052316;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
0.961493;1.0587165;0.90387213;1.049861;1.0017434;1.0410835;0.096363686;0.0826544;1.0471983;0.08143695;0.9195055;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
