0;0;0;1;1;1;0;1;		0;0;0;0;0;0;0;1;0
0;0;0;1;1;1;0;0;		0;0;0;0;0;0;0;1;0
0;0;0;1;1;0;1;1;		0;0;0;0;0;0;0;1;1
0;0;0;1;1;0;1;0;		0;0;0;0;0;0;0;0;0
0;0;0;1;1;0;0;1;		0;0;0;0;0;0;0;0;0
0;0;0;1;1;0;0;0;		0;0;0;0;0;0;0;0;0
0;0;0;1;0;1;1;1;		0;0;0;0;0;0;0;1;1
0;0;0;1;0;1;1;0;		0;0;0;0;0;0;0;1;0
0;0;0;1;0;1;0;1;		0;0;0;0;0;0;0;1;0
0;0;0;1;0;1;0;0;		0;0;0;0;0;0;0;1;0
0;0;0;1;0;0;1;1;		0;0;0;0;0;0;0;1;1
0;0;0;1;0;0;1;0;		0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;1;		0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;		0;0;0;0;0;0;0;0;0
0;0;0;0;1;1;1;1;		0;0;1;1;0;0;1;1;1
0;0;0;0;1;1;1;0;		0;0;1;1;0;0;1;1;0
0;0;0;0;1;1;0;1;		0;0;1;1;0;0;1;1;0
0;0;0;0;1;1;0;0;		0;0;1;1;0;0;1;1;0
0;0;0;0;1;0;1;1;		0;0;1;1;0;0;1;1;1
0;0;0;0;1;0;1;0;		0;0;1;1;0;0;0;0;0
0;0;0;0;1;0;0;1;		0;0;1;1;0;0;0;0;0
0;0;0;0;1;0;0;0;		0;0;1;1;0;0;0;0;0
0;0;0;0;0;1;1;1;		0;0;1;1;0;0;1;1;1
0;0;0;0;0;1;1;0;		0;0;1;1;0;0;1;1;0
0;0;0;0;0;1;0;1;		0;0;1;1;0;0;1;1;0
0;0;0;0;0;1;0;0;		0;0;1;1;0;0;1;1;0
0;0;0;0;0;0;1;1;		0;0;1;1;0;0;1;1;1
0;0;0;0;0;0;1;0;		0;0;1;1;0;0;0;0;0
0;0;0;0;0;0;0;1;		0;0;1;1;0;0;0;0;0
0;0;0;0;0;0;0;0;		0;0;1;1;0;0;0;0;0
1.0006382;1.0812935;1.0034171;1.013148;0.9601663;0.98144776;1.0213771;1.043901;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0477906;1.0340741;1.0679339;1.0317138;0.96620333;1.0643606;0.9954889;0.06569665;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
1.0404218;1.0072378;1.0277846;1.0504235;0.95674294;0.99488413;0.06572286;1.008814;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
0.9720448;0.9527443;0.9891321;0.98096865;1.0673409;1.051626;0.038634647;0.014129544;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
0.95984805;1.0166395;0.9347228;0.95622265;0.9541384;0.013377833;0.93577915;0.97221;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0217363;0.9274486;1.0300494;0.9343324;1.0401237;0.036510676;1.0698293;0.018638624;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0149716;0.98566055;1.0623032;1.059018;0.9609847;0.06557675;0.07644459;1.0497801;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0062262;0.9382239;1.0566838;1.0932522;1.0534407;0.086315565;0.07494152;0.016733825;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.998873;1.0395501;1.0923159;0.9059255;0.025012672;0.9655228;1.0559459;1.098704;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0103143;0.9809431;0.98771864;0.9324369;0.0061156275;0.91000175;0.9631936;0.04383065;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
0.91344213;0.9495728;1.089619;0.91451824;0.0084452275;1.0463921;0.0021245778;1.0029377;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
0.9851336;0.92115;0.9765655;0.90305805;0.033383872;0.9532242;0.05109626;0.06178347;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
1.0422968;0.9079631;0.950337;0.9389019;0.022935284;0.03614638;1.057491;0.93727297;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
0.9558491;1.0479331;1.0513966;0.97681594;0.06680062;0.06090191;0.9232049;0.06420522;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.99586415;0.9241655;1.0867076;0.9715851;0.014703608;0.020368237;0.07690983;1.0197341;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1.024616;1.0409844;0.934888;1.06339;0.09044616;0.060475793;0.05340005;0.044266142;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1.002587;0.9231545;1.034743;0.06330182;1.086452;1.0419422;0.9449676;0.95533603;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
0.9539804;0.96213925;1.0604639;0.029810637;0.9394517;0.9740399;1.0039114;0.08498627;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.90636003;1.0579606;0.98745024;0.078721434;0.9149497;0.90690017;0.047416836;1.066397;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.9912158;1.0862229;0.98941886;0.06632863;0.9350021;1.0611805;0.06857599;0.092789695;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
1.050989;1.0789342;0.94771713;0.093841955;0.9012872;0.058768243;0.9906791;1.0864681;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
0.9331501;0.959648;1.060939;0.03668655;1.0060341;0.03340521;0.91917014;0.038445175;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0802422;0.9659105;0.92479044;0.0046571973;1.0633348;0.013091045;0.075051375;0.98041207;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.90669155;0.9384742;1.0413333;0.0962201;1.0054507;0.013462937;0.03546188;0.057700157;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.92992175;1.0829866;0.9974175;0.048276424;0.0036140622;0.9975439;1.074738;0.9727111;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
0.9310782;0.9291968;1.0261161;0.082287006;0.040982287;1.0896951;0.99090564;0.05236988;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.9562288;0.98292077;1.0194372;0.09760133;0.0067795753;1.0054266;1.969875E-4;0.9383372;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.9484741;0.99184066;1.0348787;0.05722676;0.08622743;1.028833;0.061470773;0.049475905;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.9169009;1.0315658;0.9881364;0.043568965;0.09786325;0.003654331;0.9533991;1.0334557;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0
