0;0;0;1;1;1;0;0;0;0;1;0;0
0;0;0;1;1;0;1;1;1;0;1;1;1
0;0;0;1;1;0;1;1;0;0;1;1;0
0;0;0;1;1;0;1;0;1;0;1;0;1
0;0;0;1;1;0;1;0;0;0;1;0;0
0;0;0;1;1;0;0;1;1;0;0;1;1
0;0;0;1;1;0;0;1;0;0;0;1;0
0;0;0;1;1;0;0;0;1;0;0;0;1
0;0;0;1;1;0;0;0;0;0;0;0;0
0;0;0;1;0;1;1;1;1;0;0;1;1
0;0;0;1;0;1;1;1;0;0;0;1;0
0;0;0;1;0;1;1;0;1;0;0;0;1
0;0;0;1;0;1;1;0;0;0;0;0;0
0;0;0;1;0;1;0;1;1;0;0;1;1
0;0;0;1;0;1;0;1;0;0;0;1;0
0;0;0;1;0;1;0;0;1;0;0;0;1
0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;1;0;0;1;1;1;0;0;1;1
0;0;0;1;0;0;1;1;0;0;0;1;0
0;0;0;1;0;0;1;0;1;0;0;0;1
0;0;0;1;0;0;1;0;0;0;0;0;0
0;0;0;1;0;0;0;1;1;0;0;1;1
0;0;0;1;0;0;0;1;0;0;0;1;0
0;0;0;1;0;0;0;0;1;0;0;0;1
0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;1;1;1;1;1;0;0;1;0
0;0;0;0;1;1;1;1;0;0;0;1;0
0;0;0;0;1;1;1;0;1;0;0;0;0
0;0;0;0;1;1;1;0;0;0;0;0;0
0;0;0;0;1;1;0;1;1;0;0;1;0
0;0;0;0;1;1;0;1;0;0;0;1;0
0;0;0;0;1;1;0;0;1;0;0;0;0
0;0;0;0;1;1;0;0;0;0;0;0;0
0;0;0;0;1;0;1;1;1;0;0;1;0
0;0;0;0;1;0;1;1;0;0;0;1;0
0;0;0;0;1;0;1;0;1;0;0;0;0
0;0;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;1;0;0;1;1;0;0;1;0
0;0;0;0;1;0;0;1;0;0;0;1;0
0;0;0;0;1;0;0;0;1;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;1;1;1;1;0;0;1;0
0;0;0;0;0;1;1;1;0;0;0;1;0
0;0;0;0;0;1;1;0;1;0;0;0;0
0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;1;0;1;1;0;0;1;0
0;0;0;0;0;1;0;1;0;0;0;1;0
0;0;0;0;0;1;0;0;1;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;1;1;1;0;0;1;0
0;0;0;0;0;0;1;1;0;0;0;1;0
0;0;0;0;0;0;1;0;1;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;1;1;0;0;1;0
0;0;0;0;0;0;0;1;0;0;0;1;0
0;0;0;0;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0
1.0246258;1.0820217;0.9674019;0.99675286;0.9881836;1.0382574;1.0239875;0.95193917;0.9933307;1.0;1.0;1.0;1.0
0.9981486;1.0560989;0.96261257;0.93066216;1.0818317;1.0423491;1.0682117;0.9602854;0.07215306;1.0;1.0;1.0;0.0
0.98142445;1.0466923;0.9690697;0.95911294;0.9944701;0.98008585;1.0256232;0.080995455;0.9801728;1.0;1.0;0.0;1.0
1.0564305;1.0083008;1.0669718;0.92615503;1.0244064;0.90827817;1.0223079;0.0872324;0.06418236;1.0;1.0;0.0;0.0
0.9995939;0.96118295;1.0637317;1.0206372;1.0212115;0.9418607;0.080258034;0.99608517;0.91807574;1.0;1.0;1.0;1.0
1.024344;1.004948;0.9293789;1.0346934;0.909966;0.9025755;0.07988238;1.0120711;0.070838355;1.0;1.0;1.0;0.0
1.0217549;0.92582;0.9809707;0.9880219;1.0413873;0.97615504;0.07119356;0.044078976;1.0862321;1.0;1.0;0.0;1.0
1.0653127;1.073512;1.0719098;0.95378387;0.9427781;1.0136666;0.09290058;0.008749164;0.07939824;1.0;1.0;0.0;0.0
1.0843316;1.0486987;1.0062113;0.9593331;1.0615157;0.07018879;1.0723379;1.0777497;0.9469596;1.0;1.0;1.0;1.0
1.0907476;0.9788537;1.0581702;0.97065943;0.9087584;0.023671437;0.9051462;0.9310628;0.0254138;1.0;1.0;1.0;0.0
1.0197788;0.97039706;0.9753073;0.9598467;0.96896863;0.022261262;1.0834215;0.057849;0.9395691;1.0;1.0;0.0;1.0
0.9234827;1.0138285;1.0522736;1.0405375;1.0512912;0.018583018;0.9217162;0.08143605;0.01575995;1.0;1.0;0.0;0.0
1.0283806;1.0585349;0.90102386;0.97329676;0.9476158;0.04248044;0.09413629;1.0590163;0.9265372;1.0;0.0;1.0;1.0
0.9239653;0.9941377;0.98952484;1.0260177;0.9934483;0.032912273;0.02177391;0.9992556;0.06598291;1.0;0.0;1.0;0.0
1.0930835;0.9000871;0.9468462;1.0627767;0.9324877;0.014208699;0.029985672;0.09505084;1.0861355;1.0;0.0;0.0;1.0
0.9237135;1.0643321;1.0844792;0.9643591;1.0385033;0.07665204;0.043831706;0.045938373;0.096520044;1.0;0.0;0.0;0.0
1.0393854;0.9170014;1.0029716;0.91482794;0.043131303;0.9563236;1.0441301;0.90876126;0.944701;1.0;1.0;1.0;1.0
0.9484255;1.0081784;1.0418082;1.049138;0.089181446;0.93382615;0.9811101;0.9624607;0.08438389;1.0;1.0;1.0;0.0
1.0361748;1.0915291;1.0306777;0.970504;0.03343876;1.0936708;0.90358984;0.07534373;0.9837779;1.0;1.0;0.0;1.0
0.94495064;0.9535334;0.96634483;1.0475992;0.0922785;1.0129806;1.0757627;0.06250832;0.05657773;1.0;1.0;0.0;0.0
0.98018205;1.0079615;0.9601668;1.0864738;0.075794905;0.93816876;0.018981947;1.010683;1.0645047;1.0;1.0;1.0;1.0
0.93380725;1.0669146;1.0562067;0.98434776;0.04220968;0.97887754;0.005332363;1.0258225;0.005592221;1.0;1.0;1.0;0.0
0.9254692;1.0879407;1.0612694;1.0597671;0.09740407;0.93465465;0.0365957;0.04835977;0.90056974;1.0;1.0;0.0;1.0
1.0719249;1.0763866;1.0286304;1.0078161;0.0042980076;1.0576177;0.019757897;0.04680414;0.023316115;1.0;1.0;0.0;0.0
0.9402461;1.0628481;0.97893655;1.0072759;0.041379184;0.0021666647;0.95041996;1.037107;0.98378354;1.0;1.0;1.0;1.0
1.0634683;0.91158634;0.9004378;1.0085394;0.015774596;0.06615679;0.9261452;0.96889895;0.017180448;1.0;1.0;1.0;0.0
0.91616505;0.92334855;0.98476446;0.9019222;0.06726094;0.09032599;0.98631626;0.021403063;1.0988623;1.0;1.0;0.0;1.0
1.00668;0.9841687;1.0474908;0.9582387;0.089528635;0.013925237;0.9905695;0.033110954;0.08757911;1.0;1.0;0.0;0.0
1.0580562;1.0460097;1.0370923;1.0978144;0.061615657;0.02912029;0.09541907;0.9508747;1.068196;1.0;0.0;1.0;1.0
0.9415614;1.0302045;1.0445391;0.9097882;0.0948334;0.088450685;0.05074171;1.0715852;0.094190806;1.0;0.0;1.0;0.0
0.97616404;0.9688175;0.945037;0.9865157;0.0905986;0.030573828;0.061728586;0.029384429;1.0994848;1.0;0.0;0.0;1.0
1.011823;1.0702941;0.924077;1.0781311;0.019970959;0.043628287;0.0027268827;0.08363118;0.06581921;1.0;0.0;0.0;0.0
1.0757389;1.0182195;0.9978128;0.037253756;0.9176758;1.0853164;0.93384403;1.0204312;1.0843164;1.0;1.0;1.0;0.0
1.0655729;0.9945662;0.9377936;0.0889373;0.9574632;1.0340087;1.0972964;0.9144268;0.00754413;1.0;1.0;1.0;0.0
0.9817253;1.0927215;0.9703647;0.090864964;1.0947524;0.9628973;1.0776145;0.060535114;1.0265188;1.0;1.0;0.0;0.0
0.9326391;1.0588773;1.0886711;0.05700015;0.91264004;0.9120405;1.0698235;0.072612904;0.07052632;1.0;1.0;0.0;0.0
1.0897473;1.011561;1.0164979;0.034460794;1.0070497;0.97268844;0.090365686;0.95765877;0.97574985;1.0;1.0;1.0;0.0
1.0101751;0.9105422;1.0971819;0.0013801457;1.0584737;1.0472438;0.08158189;0.9265362;0.021202147;1.0;1.0;1.0;0.0
1.0146515;0.9357212;0.9534846;0.07711482;0.99256;1.0901508;0.012845981;0.09501836;1.0275517;1.0;1.0;0.0;0.0
0.9676845;1.0240076;0.9116844;0.04452616;0.91846776;1.083252;0.07396695;0.067569315;0.08340419;1.0;1.0;0.0;0.0
1.074715;1.0340298;1.0962029;0.06306409;0.9231455;0.056440473;1.0127546;1.0968851;0.9963209;1.0;1.0;1.0;0.0
0.97164196;1.0545512;1.0064195;0.08738679;0.91685796;0.0037112774;0.9794567;0.945812;0.0666173;1.0;1.0;1.0;0.0
0.9705315;1.0879853;1.0800787;0.05673076;1.0825107;0.087666474;0.96332765;0.04877531;0.9323216;1.0;1.0;0.0;0.0
0.99503493;1.0659171;0.9209681;0.0060258987;1.0096657;0.019679232;0.99113965;0.062036067;0.056656767;1.0;1.0;0.0;0.0
1.0770041;0.91764104;0.93154085;0.012613433;0.9225238;0.045858394;0.09002904;0.9294876;1.0581706;1.0;0.0;1.0;0.0
1.0855553;1.0131664;1.0289313;0.035271138;1.0238342;0.06990447;0.07966741;0.9652261;0.052152988;1.0;0.0;1.0;0.0
1.0959381;1.0730165;0.97492135;0.010393239;1.071395;0.036255337;0.03828373;0.077759944;0.93669367;1.0;0.0;0.0;0.0
1.0156947;1.0725899;0.93837;0.024609769;1.0564679;0.005248952;0.096222624;0.08979195;0.039473392;1.0;0.0;0.0;0.0
1.0457226;1.0172203;1.0073555;0.08736834;0.03313769;0.91929173;0.9692486;0.9877134;0.99550086;1.0;1.0;1.0;0.0
1.0363914;0.9703653;0.98676676;0.059548218;0.01770708;0.9546486;1.0049825;1.0622636;0.022155792;1.0;1.0;1.0;0.0
0.99096364;0.97136354;0.94279486;0.025782872;0.043903846;0.91774935;0.92880756;0.048289783;0.9928508;1.0;1.0;0.0;0.0
0.9751885;0.91299254;1.0532379;0.024591703;0.062202252;1.0360444;0.9385828;0.0836954;0.028289462;1.0;1.0;0.0;0.0
1.0965594;1.0836327;1.013813;0.04744043;0.022800941;0.9564426;0.022454435;1.0883107;1.037695;1.0;1.0;1.0;0.0
