0;1;0;0;0;		0;1;1;0;0;0
0;0;1;1;1;		0;0;1;1;0;0
0;0;1;1;0;		0;0;0;0;0;0
0;0;1;0;1;		0;0;0;0;0;1
0;0;1;0;0;		0;0;0;0;0;1
0;0;0;1;1;		0;0;1;1;0;0
0;0;0;1;0;		0;0;1;0;0;0
0;0;0;0;1;		0;0;1;0;0;1
0;0;0;0;0;		0;0;1;0;0;1
1.0767971;0.954316;1.0335423;0.9035499;0.9711208;1.0;1.0;1.0;1.0;1.0;1.0
1.0593109;0.91818523;1.0961812;0.9084885;0.010110063;0.0;0.0;0.0;0.0;0.0;1.0
0.9307115;1.0846738;1.0351202;0.08579027;0.9790034;0.0;0.0;0.0;0.0;0.0;0.0
0.9228636;1.0337812;1.0505649;0.030081093;0.08464573;0.0;0.0;0.0;0.0;0.0;0.0
1.0699441;0.98671013;0.096843086;0.93796664;1.0809007;1.0;1.0;1.0;1.0;1.0;1.0
1.0089172;1.0516644;0.012099588;0.94602704;0.09928181;1.0;1.0;1.0;0.0;1.0;1.0
0.9007664;1.0912778;0.015367979;0.031577434;0.97213125;0.0;1.0;1.0;0.0;0.0;0.0
0.98331225;0.9563315;0.053136148;0.03656773;0.09084446;0.0;1.0;1.0;0.0;0.0;0.0
