0;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1
0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;1
0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0
0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;1
0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0
0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;1
0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0
0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1
0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0
0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1
0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;1
0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0
0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1
0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1
0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1
0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0
0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1
0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
1.0480121;0.9910293;1.0953515;0.9416066;0.9559999;0.92526805;0.94325036;1.0049344;0.07571693;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
1.0065391;0.91681194;0.97454256;0.9151702;1.0011971;0.9245353;1.0663025;0.03223109;1.07969;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
1.081893;0.91645676;1.0135566;0.9676842;1.019533;0.97719026;1.0132333;0.034728106;0.061313994;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
0.96928734;0.95138776;0.94989204;0.90492654;1.0154798;1.0877516;0.0957433;0.93428236;0.90695876;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
0.9543336;1.0200857;1.0681654;1.002404;1.053606;0.93546396;0.041634656;0.9406562;0.036551107;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
1.0318787;1.0850226;1.0773987;1.0921462;0.9069984;0.95879376;0.07679285;0.0694731;1.0322129;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.95903045;0.9219388;0.9778089;0.9612558;0.9019994;1.0559785;0.04757796;0.05894305;0.09691914;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0160458;0.9805032;0.9954387;1.0645821;1.0164139;0.020368678;0.9714435;0.9088252;1.0375211;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0306094;1.0059804;1.0106289;1.0560263;1.016556;0.07409102;0.932081;1.0049783;0.041099478;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
