0;0;1;0;0;1;		0;0;0;0;0;0;1
0;0;1;0;0;0;		0;0;0;0;0;0;1
0;0;0;1;1;1;		1;1;1;1;1;0;1
0;0;0;1;1;0;		1;1;1;1;1;0;1
0;0;0;1;0;1;		0;1;1;0;1;0;1
0;0;0;1;0;0;		0;1;1;0;1;0;1
0;0;0;0;1;1;		0;1;1;0;1;0;1
0;0;0;0;1;0;		0;1;1;0;1;0;1
0;0;0;0;0;1;		0;1;1;0;1;0;1
0;0;0;0;0;0;		0;1;1;0;1;0;1
0.9842598;1.0948843;1.0408417;1.0990472;0.99868375;1.0444003;1.0;1.0;1.0;1.0;1.0;0.0;1.0
0.9608571;1.0690312;1.0413533;0.9897721;0.9680115;0.084916055;1.0;1.0;1.0;1.0;1.0;0.0;1.0
1.0521072;1.0628946;0.9944455;1.014944;0.0052969693;1.0517141;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.965872;1.0158676;1.0612253;0.9870384;0.0948885;0.003421849;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.047783;0.91155666;1.0230672;0.07500113;0.9073953;0.95141387;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0857389;1.003665;1.0442263;0.044938155;1.0620439;0.036047585;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0304707;0.9378942;1.0720718;0.03625184;0.084716134;0.9536434;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0138247;0.920083;1.0410994;0.021779597;0.01190002;0.047395032;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0191727;0.9009875;0.070946895;1.0680641;1.078142;1.0367509;1.0;1.0;1.0;1.0;1.0;0.0;1.0
0.9834897;0.9628737;0.03472976;0.9255625;1.0163558;0.07943328;1.0;1.0;1.0;1.0;1.0;0.0;1.0
