1;1;1;1;1;1;1;		1;1;1;1;1;0;1;1
1;1;1;1;1;1;0;		1;1;1;1;0;0;0;0
1;1;1;1;1;0;1;		1;1;1;1;0;0;0;0
1;1;1;1;1;0;0;		1;1;1;1;0;0;0;0
1;1;1;1;0;1;1;		0;0;0;0;0;0;1;1
1;1;1;1;0;1;0;		0;0;0;0;0;0;0;0
1;1;1;1;0;0;1;		0;0;0;0;0;0;0;0
1;1;1;1;0;0;0;		0;0;0;0;0;0;0;0
1;1;1;0;1;1;1;		0;0;0;0;0;0;1;1
1;1;1;0;1;1;0;		0;0;0;0;0;0;0;0
1;1;1;0;1;0;1;		0;0;0;0;0;0;0;0
1;1;1;0;1;0;0;		0;0;0;0;0;0;0;0
1;1;1;0;0;1;1;		0;0;0;0;0;0;1;1
1;1;1;0;0;1;0;		0;0;0;0;0;0;0;0
1;1;1;0;0;0;1;		0;0;0;0;0;0;0;0
1;1;1;0;0;0;0;		0;0;0;0;0;0;0;0
1;1;0;1;1;1;1;		1;1;1;1;1;0;1;1
1;1;0;1;1;1;0;		1;1;1;1;0;0;0;0
1;1;0;1;1;0;1;		1;1;1;1;0;0;0;0
1;1;0;1;1;0;0;		1;1;1;1;0;0;0;0
1;1;0;1;0;1;1;		1;1;1;0;1;0;1;1
1;1;0;1;0;1;0;		1;1;1;0;0;0;0;0
1;1;0;1;0;0;1;		1;1;1;0;0;0;0;0
1;1;0;1;0;0;0;		1;1;1;0;0;0;0;0
1;1;0;0;1;1;1;		1;1;1;0;1;0;1;1
1;1;0;0;1;1;0;		1;1;1;0;0;0;0;0
1;1;0;0;1;0;1;		1;1;1;0;0;0;0;0
1;1;0;0;1;0;0;		1;1;1;0;0;0;0;0
1;1;0;0;0;1;1;		1;1;1;0;1;0;1;1
1;1;0;0;0;1;0;		1;1;1;0;0;0;0;0
1;1;0;0;0;0;1;		1;1;1;0;0;0;0;0
1;1;0;0;0;0;0;		1;1;1;0;0;0;0;0
1;0;1;1;1;1;1;		1;1;1;1;1;0;1;1
1;0;1;1;1;1;0;		1;1;1;1;0;0;0;0
1;0;1;1;1;0;1;		1;1;1;1;0;0;0;0
1;0;1;1;1;0;0;		1;1;1;1;0;0;0;0
1;0;1;1;0;1;1;		0;0;0;0;0;0;1;1
1;0;1;1;0;1;0;		0;0;0;0;0;0;0;0
1;0;1;1;0;0;1;		0;0;0;0;0;0;0;0
1;0;1;1;0;0;0;		0;0;0;0;0;0;0;0
1;0;1;0;1;1;1;		0;0;0;0;0;0;1;1
1;0;1;0;1;1;0;		0;0;0;0;0;0;0;0
1;0;1;0;1;0;1;		0;0;0;0;0;0;0;0
1;0;1;0;1;0;0;		0;0;0;0;0;0;0;0
1;0;1;0;0;1;1;		0;0;0;0;0;0;1;1
1;0;1;0;0;1;0;		0;0;0;0;0;0;0;0
1;0;1;0;0;0;1;		0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;		0;0;0;0;0;0;0;0
1;0;0;1;1;1;1;		1;1;1;1;1;0;1;1
1;0;0;1;1;1;0;		1;1;1;1;0;0;0;0
1;0;0;1;1;0;1;		1;1;1;1;0;0;0;0
1;0;0;1;1;0;0;		1;1;1;1;0;0;0;0
1;0;0;1;0;1;1;		1;1;1;0;1;0;1;1
1;0;0;1;0;1;0;		1;1;1;0;0;0;0;0
1;0;0;1;0;0;1;		1;1;1;0;0;0;0;0
1;0;0;1;0;0;0;		1;1;1;0;0;0;0;0
1;0;0;0;1;1;1;		1;1;1;0;1;0;1;1
1;0;0;0;1;1;0;		1;1;1;0;0;0;0;0
1;0;0;0;1;0;1;		1;1;1;0;0;0;0;0
1;0;0;0;1;0;0;		1;1;1;0;0;0;0;0
1;0;0;0;0;1;1;		1;1;1;0;1;0;1;1
1;0;0;0;0;1;0;		1;1;1;0;0;0;0;0
1;0;0;0;0;0;1;		1;1;1;0;0;0;0;0
1;0;0;0;0;0;0;		1;1;1;0;0;0;0;0
0;1;1;1;1;1;1;		1;1;1;1;1;0;1;1
0;1;1;1;1;1;0;		1;1;1;1;0;0;0;0
0;1;1;1;1;0;1;		1;1;1;1;0;0;0;0
0;1;1;1;1;0;0;		1;1;1;1;0;0;0;0
0;1;1;1;0;1;1;		0;0;0;0;0;0;1;1
0;1;1;1;0;1;0;		0;0;0;0;0;0;0;0
0;1;1;1;0;0;1;		0;0;0;0;0;0;0;0
0;1;1;1;0;0;0;		0;0;0;0;0;0;0;0
0;1;1;0;1;1;1;		0;0;0;0;0;0;1;1
0;1;1;0;1;1;0;		0;0;0;0;0;0;0;0
0;1;1;0;1;0;1;		0;0;0;0;0;0;0;0
0;1;1;0;1;0;0;		0;0;0;0;0;0;0;0
0;1;1;0;0;1;1;		0;0;0;0;0;0;1;1
0;1;1;0;0;1;0;		0;0;0;0;0;0;0;0
0;1;1;0;0;0;1;		0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;		0;0;0;0;0;0;0;0
0;1;0;1;1;1;1;		1;1;1;1;1;0;1;1
0;1;0;1;1;1;0;		1;1;1;1;0;0;0;0
0;1;0;1;1;0;1;		1;1;1;1;0;0;0;0
0;1;0;1;1;0;0;		1;1;1;1;0;0;0;0
0;1;0;1;0;1;1;		1;1;1;0;1;0;1;1
0;1;0;1;0;1;0;		1;1;1;0;0;0;0;0
0;1;0;1;0;0;1;		1;1;1;0;0;0;0;0
0;1;0;1;0;0;0;		1;1;1;0;0;0;0;0
0;1;0;0;1;1;1;		1;1;1;0;1;0;1;1
0;1;0;0;1;1;0;		1;1;1;0;0;0;0;0
0;1;0;0;1;0;1;		1;1;1;0;0;0;0;0
0;1;0;0;1;0;0;		1;1;1;0;0;0;0;0
0;1;0;0;0;1;1;		1;1;1;0;1;0;1;1
0;1;0;0;0;1;0;		1;1;1;0;0;0;0;0
0;1;0;0;0;0;1;		1;1;1;0;0;0;0;0
0;1;0;0;0;0;0;		1;1;1;0;0;0;0;0
0;0;1;1;1;1;1;		1;0;1;1;0;0;1;1
0;0;1;1;1;1;0;		1;0;1;1;0;0;0;0
0;0;1;1;1;0;1;		1;0;1;1;0;0;0;0
0;0;1;1;1;0;0;		1;0;1;1;0;0;0;0
0;0;1;1;0;1;1;		0;0;0;0;0;0;1;1
0;0;1;1;0;1;0;		0;0;0;0;0;0;0;0
0;0;1;1;0;0;1;		0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;		0;0;0;0;0;0;0;0
0;0;1;0;1;1;1;		0;0;0;0;0;0;1;1
0;0;1;0;1;1;0;		0;0;0;0;0;0;0;0
0;0;1;0;1;0;1;		0;0;0;0;0;0;0;0
0.9316149;0.90725046;0.9526401;0.07268687;0.01864317;0.0854055;0.95256484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.95862126;0.9197562;1.0824581;0.05285362;0.05435553;0.0645319;0.00686754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.9439315;1.0050089;0.091866925;0.9851295;1.0270281;1.0392635;1.0969131;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
0.90185773;1.070576;0.04596622;0.9642083;1.0398192;0.9917199;0.08864635;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
0.9196825;0.9003313;0.015482104;1.0202091;1.035806;0.017888863;1.0298307;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
