1;1;1;1;1;		1;1;1;1;1;1
1;1;1;1;0;		0;0;0;0;0;1
1;1;1;0;1;		0;0;0;0;0;0
1;1;1;0;0;		0;0;0;0;0;0
1;1;0;1;1;		1;1;1;1;1;1
1;1;0;1;0;		1;1;1;0;1;1
1;1;0;0;1;		0;1;1;0;0;0
1;1;0;0;0;		0;1;1;0;0;0
1;0;1;1;1;		0;1;1;1;0;0
1;0;1;1;0;		0;0;0;0;0;0
1;0;1;0;1;		0;0;0;0;0;1
1;0;1;0;0;		0;0;0;0;0;1
1;0;0;1;1;		0;1;1;1;0;0
1;0;0;1;0;		0;1;1;0;0;0
1;0;0;0;1;		1;1;1;0;1;1
1;0;0;0;0;		1;1;1;0;1;1
0;1;1;1;1;		1;1;1;1;1;1
0;1;1;1;0;		0;0;0;0;0;1
0;1;1;0;1;		0;0;0;0;0;0
0;1;1;0;0;		0;0;0;0;0;0
0;1;0;1;1;		1;1;1;1;1;1
0;1;0;1;0;		1;1;1;0;1;1
0;1;0;0;1;		0;1;1;0;0;0
0.96561325;0.09483672;0.92319953;1.0748527;1.0750929;0.0;1.0;1.0;1.0;0.0;0.0
1.0385044;0.028934646;0.9194933;1.0761199;0.018865813;0.0;0.0;0.0;0.0;0.0;0.0
0.98299557;0.07202574;0.91778994;0.09636041;0.9732481;0.0;0.0;0.0;0.0;0.0;1.0
0.93506587;0.06342506;1.0501299;0.09310115;0.02219603;0.0;0.0;0.0;0.0;0.0;1.0
0.90739644;0.028182095;0.036349114;1.0030435;1.021313;0.0;1.0;1.0;1.0;0.0;0.0
1.0400305;0.03137794;0.09871604;0.93827146;0.028758688;0.0;1.0;1.0;0.0;0.0;0.0
0.92867726;0.0018573524;0.07570304;0.036617633;1.0370511;1.0;1.0;1.0;0.0;1.0;1.0
0.9614676;0.02252586;0.039286632;0.06511933;0.027192993;1.0;1.0;1.0;0.0;1.0;1.0
0.012064529;1.0694995;1.0821432;1.0309534;1.0161538;1.0;1.0;1.0;1.0;1.0;1.0
0.064228624;0.9818098;0.9276701;0.95647633;0.04741922;0.0;0.0;0.0;0.0;0.0;1.0
0.0061907293;0.96161747;1.0300299;0.09398537;0.95605624;0.0;0.0;0.0;0.0;0.0;0.0
0.072831325;0.9515204;1.0445172;0.006651056;0.0027932585;0.0;0.0;0.0;0.0;0.0;0.0
0.0848546;0.91254675;0.0100699365;0.94663787;1.09761;1.0;1.0;1.0;1.0;1.0;1.0
0.039001163;0.9575546;0.08654349;0.9891175;0.090976596;1.0;1.0;1.0;0.0;1.0;1.0
0.06331172;1.0758092;0.06925698;0.06702204;0.96851677;0.0;1.0;1.0;0.0;0.0;0.0
0.038936794;1.0356404;0.09547973;0.0826033;0.048422772;0.0;1.0;1.0;0.0;0.0;0.0
0.096867494;0.03806423;1.0486511;1.0074863;1.0147264;0.0;0.0;1.0;1.0;0.0;0.0
0.024887592;0.09728774;1.0030055;0.9727564;0.0030123293;0.0;0.0;0.0;0.0;0.0;0.0
0.071741074;0.06293696;0.9636956;0.088909544;1.0983851;0.0;0.0;0.0;0.0;0.0;1.0
0.07751056;0.040646166;0.9991777;0.05482747;0.01184758;0.0;0.0;0.0;0.0;0.0;1.0
0.08375727;0.020653004;0.067097284;1.0024829;0.99134314;0.0;0.0;1.0;1.0;0.0;0.0
0.010880631;0.09198923;0.08976766;1.0877982;0.051415306;0.0;0.0;1.0;0.0;0.0;0.0
0.07779872;1.1459599E-4;0.041946333;0.050193615;0.9098553;0.0;0.0;1.0;0.0;0.0;1.0
0.08915531;0.024170453;0.06980675;0.039985728;0.066393785;0.0;0.0;1.0;0.0;0.0;1.0
